element,opponent_team_name,total_points,round,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,clearances_blocks_interceptions,recoveries,tackles,defensive_contribution,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded
225,Arsenal,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00
226,Crystal Palace,6,1,90,0,0,1,0,0,0,0,0,0,0,0,25,9,3,0,9,1,0.09,0.03,0.12,0.66
226,West Ham,8,2,68,1,0,0,1,0,0,0,0,0,0,0,27,3,4,2,5,1,0.31,0.01,0.32,0.29
226,Fulham,13,3,90,0,1,1,0,0,0,0,0,0,0,2,43,6,2,5,11,1,0.12,0.21,0.33,1.02
226,Brentford,3,4,90,0,0,0,2,0,0,0,0,0,0,0,12,15,4,1,16,1,0.03,0.29,0.32,1.43
226,Man Utd,8,5,90,1,0,0,2,0,0,0,1,0,0,0,23,8,2,2,10,1,0.20,0.01,0.21,1.84
226,Brighton,-3,6,52,0,0,0,3,0,0,0,0,1,0,0,-13,1,2,0,1,1,0.00,0.00,0.00,0.13
226,Liverpool,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00
226,Nott'm Forest,6,8,90,0,0,1,0,0,0,0,0,0,0,0,31,5,5,1,6,1,0.00,0.00,0.00,2.35
226,Sunderland,1,9,90,0,0,0,2,0,0,0,0,0,0,0,8,7,8,0,7,1,0.02,0.02,0.04,1.31
226,Spurs,7,10,90,0,0,1,0,0,0,0,1,0,0,0,26,11,2,1,12,1,0.00,0.00,0.00,0.10
226,Wolves,6,11,90,0,0,1,0,0,0,0,0,0,0,0,25,5,4,0,5,1,0.00,0.01,0.01,0.17
226,Burnley,6,12,90,0,0,1,0,0,0,0,0,0,0,0,27,5,2,1,6,1,0.03,0.01,0.04,0.44
226,Arsenal,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00
227,Crystal Palace,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00
227,West Ham,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00
227,Fulham,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00
227,Brentford,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00
227,Man Utd,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00
227,Brighton,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00
227,Liverpool,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00
227,Nott'm Forest,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00
227,Sunderland,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00
227,Spurs,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00
227,Wolves,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00
227,Burnley,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00
227,Arsenal,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00
228,Crystal Palace,1,1,11,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0.02,0.00,0.02,0.05
228,West Ham,2,2,68,0,0,0,1,0,0,0,0,0,0,0,3,3,1,2,5,1,0.00,0.01,0.01,0.29
228,Fulham,6,3,90,0,0,1,0,0,0,0,0,0,0,0,30,3,7,2,5,1,0.00,0.05,0.05,1.02
228,Brentford,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00
228,Man Utd,1,5,26,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0.00,0.01,0.01,0.39
228,Brighton,0,6,27,0,0,0,3,0,0,0,0,0,0,0,-5,0,1,2,2,0,0.00,0.01,0.01,2.06
228,Liverpool,5,7,90,0,1,0,1,0,0,0,0,0,0,0,18,2,9,1,3,1,0.02,0.04,0.06,1.95
228,Nott'm Forest,3,8,86,0,0,1,0,0,0,0,0,1,0,0,15,2,3,1,3,1,0.03,0.15,0.18,2.07
228,Sunderland,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00
228,Spurs,6,10,75,0,0,1,0,0,0,0,0,0,0,0,28,3,5,3,6,1,0.00,0.10,0.10,0.10
228,Wolves,15,11,76,1,0,1,0,0,0,0,0,0,0,3,45,2,3,1,3,1,0.62,0.06,0.68,0.03
228,Burnley,1,12,23,0,0,0,0,0,0,0,0,0,0,0,8,2,3,1,3,0,0.13,0.02,0.15,0.17
228,Arsenal,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00
229,Crystal Palace,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00
229,West Ham,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00
229,Fulham,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00
229,Brentford,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00
229,Man Utd,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00
229,Brighton,-1,6,11,0,0,0,2,0,0,0,1,0,0,0,-8,1,2,0,1,0,0.00,0.00,0.00,1.24
229,Liverpool,1,7,54,0,0,0,0,0,0,0,0,0,0,0,11,4,1,1,5,1,0.00,0.02,0.02,0.93
229,Nott'm Forest,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00
229,Sunderland,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00
229,Spurs,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00
229,Wolves,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00
229,Burnley,0,12,45,0,0,0,0,0,0,0,1,0,0,0,6,2,1,0,2,0,0.00,0.00,0.00,0.17
229,Arsenal,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00
230,Crystal Palace,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00
230,West Ham,1,2,21,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,2,0,0.00,0.00,0.00,0.44
230,Fulham,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00
230,Brentford,1,4,45,0,0,0,1,0,0,0,0,0,0,0,7,2,1,0,2,1,0.00,0.01,0.01,0.55
230,Man Utd,1,5,63,0,0,0,2,0,0,0,0,0,0,0,6,7,1,2,9,1,0.00,0.00,0.00,1.45
230,Brighton,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00
230,Liverpool,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00
230,Nott'm Forest,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00
230,Sunderland,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00
230,Spurs,6,10,88,0,0,1,0,0,0,0,0,0,0,0,25,5,6,0,5,1,0.00,0.00,0.00,0.10
230,Wolves,6,11,90,0,0,1,0,0,0,0,0,0,0,0,29,6,4,1,7,1,0.13,0.02,0.15,0.17
230,Burnley,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00
230,Arsenal,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00
231,Crystal Palace,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00
231,West Ham,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00
231,Fulham,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00
231,Brentford,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00
231,Man Utd,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00
231,Brighton,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00
231,Liverpool,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00
231,Nott'm Forest,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00
231,Sunderland,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00
231,Spurs,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00
231,Wolves,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00
231,Burnley,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00
231,Arsenal,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00
232,Crystal Palace,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00
232,West Ham,2,2,90,0,0,0,1,0,0,0,0,0,0,0,16,6,3,3,9,1,0.00,0.03,0.03,0.73
232,Fulham,8,3,90,0,0,1,0,0,0,0,0,0,0,0,27,9,3,2,11,1,0.00,0.01,0.01,1.02
232,Brentford,1,4,90,0,0,0,2,0,0,0,0,0,0,0,7,9,1,0,9,1,0.00,0.02,0.02,1.43
232,Man Utd,0,5,83,0,0,0,2,0,0,0,1,0,0,0,3,8,6,0,8,0,0.05,0.01,0.05,1.79
232,Brighton,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00
232,Liverpool,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00
232,Nott'm Forest,1,8,9,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0.00,0.00,0.00,0.28
232,Sunderland,1,9,14,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,2,0,0.00,0.00,0.00,0.14
232,Spurs,1,10,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0.00,0.00,0.00,0.00
232,Wolves,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00
232,Burnley,10,12,90,0,0,1,0,0,0,0,0,0,0,2,30,5,0,6,11,1,0.00,0.14,0.14,0.44
232,Arsenal,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00
233,Crystal Palace,9,1,90,0,0,1,0,0,0,0,0,0,0,3,35,6,4,2,8,1,0.09,0.01,0.10,0.66
233,West Ham,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00
233,Fulham,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00
233,Brentford,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00
233,Man Utd,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00
233,Brighton,0,6,36,0,0,0,3,0,0,0,0,0,0,0,-12,3,1,0,3,0,0.00,0.00,0.00,2.16
233,Liverpool,2,7,67,0,0,0,1,0,0,0,0,0,0,0,5,1,4,0,1,1,0.00,0.00,0.00,1.48
233,Nott'm Forest,14,8,80,1,0,1,0,0,0,0,0,0,0,2,50,7,6,0,7,1,0.51,0.00,0.51,2.07
233,Sunderland,2,9,75,0,0,0,1,0,0,0,0,0,0,0,12,5,1,0,5,1,0.00,0.03,0.03,1.16
233,Spurs,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00
233,Wolves,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00
233,Burnley,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00
233,Arsenal,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00
234,Crystal Palace,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00
234,West Ham,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00
234,Fulham,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00
234,Brentford,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00
234,Man Utd,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00
234,Brighton,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00
234,Liverpool,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00
234,Nott'm Forest,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00
234,Sunderland,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00
234,Spurs,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00
234,Wolves,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00
234,Burnley,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00
234,Arsenal,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00
235,Crystal Palace,3,1,90,0,0,1,0,0,0,0,0,0,0,0,10,0,4,1,5,1,0.17,0.03,0.20,0.66
235,West Ham,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00
235,Fulham,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00
235,Brentford,7,4,34,1,0,0,1,0,0,0,0,0,0,1,23,1,0,1,2,0,0.63,0.09,0.72,0.87
235,Man Utd,1,5,20,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,1,0.00,0.00,0.00,1.01
235,Brighton,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00
235,Liverpool,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00
235,Nott'm Forest,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00
235,Sunderland,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00
235,Spurs,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00
235,Wolves,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00
235,Burnley,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00
235,Arsenal,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00
236,Crystal Palace,3,1,90,0,0,1,0,0,0,0,0,0,0,0,18,1,4,1,6,1,0.03,0.36,0.39,0.66
236,West Ham,7,2,90,1,0,0,1,0,0,0,0,0,0,0,33,0,1,1,2,1,0.38,0.17,0.55,0.73
236,Fulham,3,3,80,0,0,1,0,0,0,0,0,0,0,0,12,2,2,0,4,1,0.00,0.17,0.17,0.35
236,Brentford,2,4,90,0,0,0,2,0,0,0,0,0,0,0,13,1,4,1,6,1,0.12,0.21,0.33,1.43
236,Man Utd,1,5,6,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,1,1,0.00,0.00,0.00,0.05
236,Brighton,2,6,78,0,0,0,1,0,0,0,0,0,0,0,5,1,0,1,2,1,0.05,0.03,0.08,1.05
236,Liverpool,2,7,74,0,0,0,1,0,0,0,0,0,0,0,7,1,3,0,4,1,0.03,0.02,0.05,1.54
236,Nott'm Forest,12,8,77,1,1,1,0,0,0,0,0,0,0,1,46,0,2,0,2,1,0.17,0.73,0.90,2.07
236,Sunderland,8,9,84,0,1,0,1,0,0,0,0,0,0,3,28,0,3,0,3,1,0.00,0.03,0.03,1.19
236,Spurs,3,10,84,0,0,1,0,0,0,0,0,0,0,0,3,0,5,1,6,1,0.62,0.02,0.64,0.10
236,Wolves,9,11,76,1,0,1,0,0,0,0,0,0,0,1,39,0,4,1,5,1,0.66,0.47,1.13,0.03
236,Burnley,8,12,90,1,0,1,0,0,0,0,1,0,0,1,29,0,2,0,2,1,0.39,0.12,0.51,0.44
236,Arsenal,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00
237,Crystal Palace,3,1,78,0,0,1,0,0,0,0,0,0,0,0,11,0,0,0,0,1,0.00,0.10,0.10,0.61
237,West Ham,10,2,90,1,1,0,1,0,0,0,0,0,0,0,32,0,3,2,5,1,1.03,0.02,1.05,0.73
237,Fulham,12,3,90,1,1,1,0,0,0,0,0,0,0,1,39,3,3,0,6,1,0.79,0.24,1.03,1.02
237,Brentford,4,4,90,0,0,0,2,0,0,0,0,0,0,0,18,3,6,4,13,1,0.11,0.06,0.17,1.43
237,Man Utd,1,5,90,0,0,0,2,0,0,0,1,0,0,0,8,1,2,1,4,1,0.00,0.04,0.04,1.84
237,Brighton,9,6,90,1,0,0,3,0,0,0,0,0,0,2,32,0,3,3,6,1,1.48,0.02,1.50,2.28
237,Liverpool,2,7,90,0,0,0,1,0,0,0,0,0,0,0,7,1,6,4,11,1,0.35,0.03,0.38,1.95
237,Nott'm Forest,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00
237,Sunderland,2,9,90,0,0,0,2,0,0,0,0,0,0,0,22,1,5,0,6,1,0.13,0.43,0.56,1.31
237,Spurs,2,10,90,0,0,1,0,0,0,0,1,0,0,0,10,0,2,2,4,1,0.48,0.17,0.65,0.10
237,Wolves,3,11,82,0,0,1,0,0,0,0,0,0,0,0,19,0,8,0,8,1,0.23,0.52,0.75,0.03
237,Burnley,11,12,90,1,0,1,0,0,0,0,0,0,0,3,34,3,5,1,9,1,0.77,0.04,0.81,0.44
237,Arsenal,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00
238,Crystal Palace,0,1,36,0,0,0,0,0,0,0,1,0,0,0,-3,1,2,0,3,0,0.34,0.37,0.71,0.07
238,West Ham,5,2,76,0,1,0,1,0,0,0,0,0,0,0,26,0,2,3,5,1,0.29,0.61,0.90,0.33
238,Fulham,3,3,67,0,0,1,0,0,0,0,0,0,0,0,4,1,2,0,3,1,0.36,0.06,0.42,0.35
238,Brentford,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00
238,Man Utd,1,5,5,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,2,1,0.00,0.00,0.00,0.05
238,Brighton,3,6,63,0,0,1,0,0,0,0,0,0,0,0,9,1,1,3,5,1,0.19,0.01,0.20,0.22
238,Liverpool,8,7,15,1,0,0,0,0,0,0,0,0,0,2,33,1,3,1,5,0,0.41,0.18,0.59,0.41
238,Nott'm Forest,3,8,12,0,1,0,0,0,0,0,1,0,0,0,9,1,2,1,4,0,0.08,0.00,0.08,0.28
238,Sunderland,1,9,32,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0.08,0.09,0.17,0.29
238,Spurs,1,10,5,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,0,1,0,0.00,0.01,0.01,0.00
238,Wolves,4,11,26,0,1,0,0,0,0,0,0,0,0,0,17,0,2,0,2,0,0.00,0.45,0.45,0.14
238,Burnley,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00
238,Arsenal,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00
239,Crystal Palace,1,1,53,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,3,1,0.07,0.07,0.14,0.59
239,West Ham,1,2,13,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0.00,0.01,0.01,0.40
239,Fulham,1,3,22,0,0,0,0,0,0,0,0,0,0,0,4,0,1,1,2,0,0.03,0.00,0.03,0.68
239,Brentford,1,4,55,0,0,0,1,0,0,0,0,0,0,0,3,0,1,0,1,1,0.01,0.03,0.04,0.55
239,Man Utd,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00
239,Brighton,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00
239,Liverpool,1,7,15,0,0,0,0,0,0,0,0,0,0,0,5,1,1,0,2,0,0.02,0.04,0.06,0.41
239,Nott'm Forest,1,8,45,0,0,0,0,0,0,0,0,0,0,0,2,2,2,1,5,0,0.00,0.01,0.01,1.82
239,Sunderland,1,9,14,0,0,0,1,0,0,0,0,0,0,0,4,1,0,0,1,0,0.00,0.02,0.02,0.14
239,Spurs,1,10,24,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0.51,0.01,0.52,0.04
239,Wolves,1,11,7,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0.00,0.02,0.02,0.14
239,Burnley,6,12,90,0,1,1,0,0,0,0,0,0,0,0,25,1,4,0,5,1,0.02,0.31,0.33,0.44
239,Arsenal,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00
240,Crystal Palace,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00
240,West Ham,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00
240,Fulham,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00
240,Brentford,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00
240,Man Utd,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00
240,Brighton,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00
240,Liverpool,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00
240,Nott'm Forest,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00
240,Sunderland,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00
240,Spurs,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00
240,Wolves,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00
240,Burnley,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00
240,Arsenal,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00
241,Crystal Palace,5,1,90,0,0,1,0,0,0,0,0,0,0,0,18,6,1,5,12,1,0.04,0.04,0.08,0.66
241,West Ham,8,2,90,1,0,0,1,0,0,0,0,0,0,1,36,2,2,3,7,1,0.24,0.02,0.26,0.73
241,Fulham,4,3,90,0,0,1,0,0,0,0,1,0,0,0,16,8,11,4,23,1,0.06,0.03,0.09,1.02
241,Brentford,12,4,90,1,0,0,2,0,0,0,0,0,0,3,40,5,8,4,17,1,0.07,0.07,0.14,1.43
241,Man Utd,4,5,90,0,0,0,2,0,0,0,0,0,0,0,24,3,7,5,15,1,0.03,0.04,0.07,1.84
241,Brighton,2,6,90,0,0,0,3,0,0,0,0,0,0,0,18,4,4,3,11,1,0.03,0.02,0.05,2.28
241,Liverpool,10,7,90,1,0,0,1,0,0,0,0,0,0,3,35,2,5,4,11,1,0.06,0.02,0.08,1.95
241,Nott'm Forest,1,8,45,0,0,0,0,0,0,0,0,0,0,0,5,3,3,0,6,0,0.00,0.01,0.01,1.82
241,Sunderland,2,9,90,0,0,0,2,0,0,0,0,0,0,0,16,4,4,1,9,1,0.04,0.16,0.20,1.31
241,Spurs,10,10,90,0,1,1,0,0,0,0,0,0,0,2,33,6,7,2,15,1,0.00,0.28,0.28,0.10
241,Wolves,2,11,90,0,0,1,0,0,0,0,1,0,0,0,12,1,5,3,9,1,0.00,0.04,0.04,0.17
241,Burnley,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00
241,Arsenal,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00
242,Leeds,2,1,90,0,0,0,1,0,0,0,0,0,0,0,15,2,2,2,6,1,0.00,0.24,0.24,2.07
242,Brighton,2,2,90,0,0,1,0,0,0,0,1,0,0,0,14,1,2,0,3,1,0.00,0.17,0.17,2.43
242,Wolves,12,3,90,1,1,0,2,0,0,0,1,0,0,3,49,0,5,1,6,1,0.06,0.59,0.65,1.11
242,Aston Villa,2,4,90,0,0,1,0,0,0,0,1,0,0,0,11,0,5,3,8,1,0.06,0.26,0.32,0.54
242,Liverpool,1,5,90,0,0,0,2,0,0,0,1,0,0,0,5,1,2,2,5,1,0.19,0.07,0.26,0.90
242,West Ham,1,6,90,0,0,0,1,0,0,0,1,0,0,0,11,4,6,0,10,1,0.13,0.05,0.18,1.17
242,Crystal Palace,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00
